...1,Class,Order,Country.list,Region,system,biome,realm,year,abundance
115750,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1997,12.1
115773,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1997,19.1
115774,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1997,19.1
116823,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1997,28.55
116824,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1997,28.55
117994,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1997,100
117995,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1997,100
118454,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1997,114
118455,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1997,114
118807,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1997,39
118808,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1997,39
118866,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1997,14
118867,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1997,14
119614,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1997,1.98
120094,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1997,30.25
120095,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1997,30.25
120239,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1997,4059
120240,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1997,4059
120345,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1997,137
120346,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1997,137
121147,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1998,3.85
121148,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1998,3.85
121549,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,4.41
121550,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,4.41
121588,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,3.15
121589,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,3.15
121784,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1998,8.02
121795,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,3.91
121796,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,3.91
121814,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,8.58
121815,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,8.58
121858,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1998,5.94
121905,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1998,16.3
121906,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1998,16.3
121930,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1998,21.7
121931,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1998,21.7
122901,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1998,28.27
122902,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1998,28.27
123802,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1998,109
123803,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1998,109
124271,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1998,111
124272,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1998,111
124603,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1998,35
124604,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1998,35
124658,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1998,11
124659,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1998,11
125392,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1998,2.22
125884,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1998,30.23
125885,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1998,30.23
126023,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1998,2739
126024,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1998,2739
126144,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1998,47
126145,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1998,47
126907,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1999,4.07
126908,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1999,4.07
127308,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,4.54
127309,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,4.54
127347,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,2.98
127348,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,2.98
127541,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1999,7.6
127542,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,1.37
127543,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,1.37
127555,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,4.14
127556,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,4.14
127574,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,9.64
127575,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,9.64
127617,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1999,6.17
127664,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1999,14.1
127665,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1999,14.1
127689,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1999,20.5
127690,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1999,20.5
128570,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1999,31.48
128571,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,1999,31.48
129803,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1999,109
129804,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1999,109
130136,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1999,21
130137,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,1999,21
130928,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1999,3.36
131412,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1999,28.45
131413,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1999,28.45
131563,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1999,2135
131564,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1999,2135
131708,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1999,278
131709,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1999,278
132508,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2000,3.74
132509,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2000,3.74
132905,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,3.67
132906,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,3.67
132944,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,2.82
132945,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,2.82
133143,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2000,6.86
133154,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,2.56
133155,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,2.56
133172,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,9
133173,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,9
133218,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2000,4.22
133265,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2000,13.8
133266,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2000,13.8
133290,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2000,17.7
133291,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2000,17.7
134252,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2000,36.84
134253,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2000,36.84
135615,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2000,106
135616,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2000,106
135881,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,2000,37
135882,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,2000,37
136704,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2000,3.1
137246,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2000,27.43
137247,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2000,27.43
137373,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2000,1734
137374,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2000,1734
137500,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2000,17
137501,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2000,17
138284,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2001,3.67
138285,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2001,3.67
138676,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,3.17
138677,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,3.17
138715,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,2.67
138716,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,2.67
138906,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2001,6.85
138916,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,3.22
138917,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,3.22
138933,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,8.4
138934,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,8.4
138974,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2001,4.89
139013,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2001,14.6
139014,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2001,14.6
139034,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2001,18.3
139035,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2001,18.3
139764,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2001,26.35
139765,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2001,26.35
141082,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2001,106
141083,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2001,106
141279,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,2001,58
141280,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,2001,58
142070,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2001,1.53
142480,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2001,26.59
142481,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2001,26.59
142611,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2001,2049
142612,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2001,2049
142735,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2001,87
142736,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2001,87
143493,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2002,3.75
143494,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2002,3.75
143884,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,3.4
143885,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,3.4
143923,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,2.53
143924,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,2.53
144110,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2002,7
144120,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,2.7
144121,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,2.7
144137,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,7.94
144138,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,7.94
144178,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2002,4.25
144214,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2002,15.1
144215,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2002,15.1
144232,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2002,18.3
144233,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2002,18.3
144916,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2002,9.94
144917,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2002,9.94
146137,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2002,106
146138,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2002,106
146359,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,2002,39
146360,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,2002,39
147126,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2002,1.54
147554,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2002,25.99
147555,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2002,25.99
147731,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2002,2362
147732,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2002,2362
147861,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2002,37
147862,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2002,37
148607,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2003,3.92
148608,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2003,3.92
148996,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,3.4
148997,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,3.4
149035,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,2.46
149036,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,2.46
149220,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2003,7.22
149229,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,2.82
149230,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,2.82
149246,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,8.45
149247,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,8.45
149287,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2003,4.28
149323,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2003,14.9
149324,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2003,14.9
149341,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2003,20.2
149342,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2003,20.2
149995,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2003,12.08
149996,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2003,12.08
151145,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2003,106
151146,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2003,106
151314,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,2003,23
151315,Aves,Passeriformes,Norway,Europe,Terrestrial,Temperate coniferous forests,Palearctic,2003,23
151915,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2003,1.64
152304,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2003,25.79
152305,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2003,25.79
152432,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2003,2064
152433,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2003,2064
152558,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2003,68
152559,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2003,68
153302,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2004,4.13
153303,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2004,4.13
153685,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,3.38
153686,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,3.38
153724,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,2.27
153725,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,2.27
153909,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2004,7.14
153918,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,2.35
153919,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,2.35
153935,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,9.38
153936,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,9.38
153974,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2004,3.72
154010,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2004,15.3
154011,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2004,15.3
154028,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2004,18
154029,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2004,18
154636,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2004,14.75
154637,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2004,14.75
155752,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2004,109
155753,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,2004,109
156397,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2004,1.77
156866,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2004,24.84
156867,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2004,24.84
156992,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2004,2385
156993,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2004,2385
157109,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2004,53
157110,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2004,53
157850,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2005,3.8
157851,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2005,3.8
158233,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,3.09
158234,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,3.09
158271,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,2.18
158272,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,2.18
158454,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2005,6.63
158463,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,1.88
158464,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,1.88
158480,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,7.33
158481,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,7.33
158517,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2005,3.16
158550,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2005,14.8
158551,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2005,14.8
158568,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2005,17.4
158569,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2005,17.4
159131,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2005,28.45
159132,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2005,28.45
160834,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2005,1.5
161345,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2005,23.68
161346,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2005,23.68
161481,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2005,1679
161482,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2005,1679
